minute_time,sample_count,avg_abs_return_1m,median_abs_return_1m,std_return_1m,avg_volume,median_volume,time_str
10:14:00,5035,0.11349736086558045,0.05251620164490392,0.27286910702983125,7019.634384641755,335.0,10:14:00
10:15:00,5054,0.10789231705802692,0.05334319475414322,0.22730204478084037,7750.4984599589325,330.0,10:15:00
10:16:00,5033,0.10740113117863954,0.054975261132490384,0.22791306698691133,7327.218907198612,360.0,10:16:00
10:17:00,5013,0.1115609681289957,0.058227442907784914,0.24349058885755576,7940.355517536356,378.0,10:17:00
10:18:00,5099,0.11898945597592804,0.06465588622255296,0.2621289368663182,9253.093596059114,394.0,10:18:00
10:19:00,5080,0.10950769920303619,0.05633622443122249,0.2367899409986312,8370.137325145002,373.5,10:19:00
10:20:00,5041,0.11540294992258146,0.05894854169078704,0.27227870281298383,8317.864567200138,375.0,10:20:00
10:21:00,4929,0.11507642161372092,0.055974515832638246,0.3245444680462285,7648.689238845144,325.0,10:21:00
10:22:00,4924,0.11266429312891567,0.055770181584325985,0.26386115460072,7077.724532224533,336.5,10:22:00
10:23:00,4906,0.11148429757378137,0.05381636036389119,0.3050143567819549,8066.797399402565,340.0,10:23:00
10:24:00,4869,0.108722675165953,0.05516328183278927,0.26809703491485365,7479.889123548047,340.0,10:24:00
10:25:00,4892,0.10629163824153678,0.05434054216443059,0.23851340293127093,7211.4428770463255,358.0,10:25:00
10:26:00,4920,0.10523780870145791,0.052550585254500515,0.21996864149985737,6868.168358417921,327.5,10:26:00
10:27:00,4908,0.10569927077674941,0.04897933954571187,0.26186453698935935,7944.268378473444,339.5,10:27:00
10:28:00,4824,0.10046814221560617,0.0505081330886995,0.21967492707662625,6633.623827226058,321.0,10:28:00
10:29:00,4802,0.10422743489825081,0.04939337592790691,0.24969000724531243,7048.633675637394,311.0,10:29:00
10:30:00,4841,0.1041484346154593,0.05084538863877119,0.2671332472109598,8225.810715544589,327.5,10:30:00
10:31:00,4891,0.11510476304642464,0.056079165646688175,0.29277452861813913,8622.023118373023,353.0,10:31:00
10:32:00,4894,0.10955183433388217,0.05273711848511348,0.284467107532482,7157.268133802817,330.0,10:32:00
10:33:00,4829,0.1070905864390111,0.05028384855423851,0.2993325202684137,7678.553552302749,299.5,10:33:00
10:34:00,4782,0.10691289262158978,0.050222132132320275,0.30139215321537527,6346.310289674782,319.0,10:34:00
10:35:00,4841,0.10344962826872278,0.05029133159576698,0.267884412827995,7784.727528583993,337.0,10:35:00
10:36:00,4868,0.10075210737962675,0.04831645085597893,0.2439758914076037,6371.312916812917,298.0,10:36:00
10:37:00,4849,0.10365090535428596,0.05112910097997443,0.2628027340202892,5935.254285209401,312.0,10:37:00
10:38:00,4877,0.10476531176065741,0.05232981979298831,0.26137331792542934,6946.877504791775,342.0,10:38:00
10:39:00,4837,0.09822770811957206,0.04854788732124856,0.22182559610772773,7300.777698737329,307.0,10:39:00
10:40:00,4813,0.09855427295573074,0.04973716674406836,0.21621400711680305,7151.514063329206,316.0,10:40:00
10:41:00,4799,0.10663337022920912,0.05066162395514749,0.3709748397873075,6179.4831340353385,310.0,10:41:00
10:42:00,4719,0.10536438361137496,0.047898049204654014,0.3115509509091523,6441.899586107612,318.0,10:42:00
10:43:00,4784,0.10779104333393434,0.055734903748766586,0.26134731165996894,6976.50379121848,321.0,10:43:00
10:44:00,4760,0.1016978106512629,0.048709027475248426,0.2536157945534626,6240.542272482498,279.0,10:44:00
10:45:00,4738,0.10262960478579353,0.050875587952614834,0.23609440457229805,7751.889423076923,290.0,10:45:00
10:46:00,4776,0.10567454267744424,0.051040670853552295,0.26282846564344486,6416.095929711314,318.0,10:46:00
10:47:00,4702,0.0977857604357645,0.04842517258122363,0.2247105664219345,6948.258082191781,302.0,10:47:00
10:48:00,4691,0.09841107394732639,0.04934009752775493,0.21628852266875728,7593.718901453958,284.0,10:48:00
10:49:00,4736,0.09825571421602101,0.05008452610901484,0.1993520347330751,6548.006105225355,298.0,10:49:00
10:50:00,4729,0.10208775030961204,0.04641554349697697,0.2390607105542956,6169.406188163339,262.0,10:50:00
10:51:00,4677,0.09377959760183494,0.04540751689189189,0.20465051170772164,7802.553419191003,252.0,10:51:00
10:52:00,4613,0.09247343279303835,0.04253768648206323,0.20718503753025275,5611.276721432528,296.0,10:52:00
10:53:00,4594,0.09654482202874212,0.046941229746888545,0.28896856805072585,5765.541254125413,301.0,10:53:00
10:54:00,4623,0.09445219472320714,0.047081080747142415,0.21736680329102345,5295.877991298042,302.5,10:54:00
10:55:00,4723,0.09875373175154085,0.0492039090639692,0.22613541073620175,6315.709787693415,292.0,10:55:00
10:56:00,4700,0.09445754610523943,0.04451970954395429,0.22503459759355568,6766.676925878711,283.0,10:56:00
10:57:00,4652,0.09075751357944695,0.044623958386582445,0.2640689026293834,7353.453294182419,273.0,10:57:00
10:58:00,4610,0.08695382343503201,0.043275786752841605,0.18720713905007313,7189.7428938199155,264.0,10:58:00
10:59:00,4590,0.09068723686475605,0.04706183623085722,0.18002178475440472,6659.709783803591,280.0,10:59:00
11:00:00,4732,0.0946346387914234,0.04710644426268913,0.2198464468157472,6030.84930567461,221.0,11:00:00
11:01:00,4730,0.09628138076368375,0.04546685478583133,0.22689644966064926,5793.1752066115705,283.0,11:01:00
11:02:00,4595,0.09400407621316163,0.04730863759207861,0.21018175743472814,6004.261583902529,299.0,11:02:00
11:03:00,4559,0.09107139534503052,0.0449842555105713,0.22173252090860107,5424.396431199411,286.5,11:03:00
11:04:00,4603,0.09230947395969528,0.04229794287439709,0.22353203090030066,5115.134377276038,270.0,11:04:00
11:05:00,4673,0.08987679278809184,0.043065966335242484,0.20218869635002173,5858.6281628162815,254.0,11:05:00
11:06:00,4568,0.08725411849187227,0.04260335487487642,0.18928862998641233,5652.1208178438665,260.0,11:06:00
11:07:00,4526,0.09597145879827178,0.04746056780676711,0.2483945454095147,5158.604258443465,281.5,11:07:00
11:08:00,4616,0.09380913751557017,0.043673778858699705,0.24313407366350645,6643.586940572267,272.0,11:08:00
11:09:00,4593,0.0981173976197176,0.046639892300280435,0.2594208568400629,6935.65222976693,273.0,11:09:00
11:10:00,4610,0.09191942771600693,0.04490069107165717,0.23166914693260057,7695.867240432155,291.0,11:10:00
11:11:00,4610,0.09110965626018054,0.04360493774455569,0.2151882608177127,6286.718629076838,276.0,11:11:00
11:12:00,4462,0.09183959483181674,0.044384771160960935,0.23053629575889265,5949.181835276419,271.0,11:12:00
11:13:00,4481,0.09015109923909698,0.04440598880355885,0.21494819261425205,6834.935190343547,276.0,11:13:00
11:14:00,4552,0.09005853933949992,0.045701693862069334,0.23456847507308456,5819.010048381094,273.0,11:14:00
11:15:00,4488,0.08622243431454195,0.04228378233221483,0.1889870642137743,6127.587251440253,286.0,11:15:00
11:16:00,4555,0.09461161022298037,0.0457938365496305,0.24723426780394345,8226.961924219911,307.5,11:16:00
11:17:00,4548,0.0900328721562878,0.04366087934077202,0.21764396535268096,6715.582584269663,278.5,11:17:00
11:18:00,4515,0.09279777853096977,0.04538393237046142,0.3121095155796023,6317.663240515792,284.0,11:18:00
11:19:00,4540,0.08883928698699053,0.0432961628075552,0.19712470790630798,5717.031111111111,252.0,11:19:00
11:20:00,4535,0.08497305390413532,0.04120313143798929,0.2456733743912441,5764.225879255219,262.0,11:20:00
11:21:00,4455,0.08701938500232355,0.044015093239716536,0.1997980388703204,7354.934274952919,256.0,11:21:00
11:22:00,4442,0.09283255090047426,0.043989536216961604,0.21687262136954413,7700.2066566378335,299.0,11:22:00
11:23:00,4470,0.09487056820621825,0.043577433392531964,0.2574259746223311,6786.756721433906,299.0,11:23:00
11:24:00,4541,0.09138694430420932,0.04385751833898717,0.2376152661214989,6293.711238872404,290.5,11:24:00
11:25:00,4523,0.08986788532404849,0.041182390226431505,0.23679181528343013,5470.616866118175,270.0,11:25:00
11:26:00,4505,0.09121305755113408,0.04464684249485597,0.2691497966887391,5543.135593220339,271.0,11:26:00
11:27:00,4545,0.08952092690546638,0.04192927651426881,0.23158326164601004,7445.512199664742,260.0,11:27:00
11:28:00,4470,0.08263429218323359,0.03797224246956851,0.20172196900725264,5848.027631578947,243.5,11:28:00
11:29:00,4441,0.0855117709581854,0.04210849907329815,0.1965177679165834,6480.041880830002,274.0,11:29:00
11:30:00,4497,0.08651974060231248,0.04028738333445243,0.20129729480411668,6071.330256599594,258.0,11:30:00
11:31:00,4474,0.09254338157711209,0.04416073194862631,0.22650157449835834,6257.434275888422,294.0,11:31:00
11:32:00,4413,0.09094228370721243,0.044239463761893576,0.2343695901932453,6229.28504409833,264.0,11:32:00
11:33:00,4520,0.08897223972845685,0.040415930845504766,0.22277783190624392,5677.501204372799,253.0,11:33:00
11:34:00,4598,0.0911094206257021,0.041791739701730585,0.2414999390825576,6882.4064669346,244.5,11:34:00
11:35:00,4591,0.08353583510970353,0.044687591006074515,0.17538239086019036,5184.861336779912,264.0,11:35:00
11:36:00,4577,0.08831343724288304,0.042766809857893245,0.1951020804302906,8025.195817138627,255.0,11:36:00
11:37:00,4565,0.08600638741117707,0.042025986943757726,0.23525462705434477,10084.45987144169,258.0,11:37:00
11:38:00,4588,0.0939889078382569,0.04049102084701043,0.436556629007809,5530.705475612035,268.0,11:38:00
11:39:00,4478,0.08522778888469414,0.039457920533985,0.2303985566736968,5004.158444022771,265.5,11:39:00
11:40:00,4433,0.09064437461845679,0.04078553999228036,0.24032449541747936,5523.587876477316,280.0,11:40:00
11:41:00,4340,0.08522766893222837,0.0410576076247391,0.20615931311989352,6017.735452793834,247.0,11:41:00
11:42:00,4284,0.0851514159169677,0.04143771435243178,0.20400043951904184,5052.034201321415,255.5,11:42:00
11:43:00,4321,0.08608084498834626,0.041613723070435885,0.20663897381464436,5513.542473633749,254.0,11:43:00
11:44:00,4288,0.08196913071225073,0.03991316841545055,0.2085551818127765,6734.684559828225,249.0,11:44:00
11:45:00,4270,0.08246812157807655,0.04087929309624505,0.1751131329788241,6847.050522991908,261.0,11:45:00
11:46:00,4297,0.08234319268854091,0.03861004366423517,0.17511260774967857,8482.55089703588,272.0,11:46:00
11:47:00,4306,0.08738721687111249,0.041252261361016104,0.20955289879851868,6445.438507868661,249.0,11:47:00
11:48:00,4314,0.085672124752364,0.044678731751273126,0.21268519218380394,7436.168227946917,261.0,11:48:00
11:49:00,4289,0.08167257448259023,0.0411949618341719,0.1800267374980121,6102.736347621843,250.0,11:49:00
11:50:00,4284,0.08851007623517723,0.04433962628979212,0.19482183354907948,5625.269381362568,289.0,11:50:00
11:51:00,4236,0.08568838491927931,0.040562806402689604,0.20409085539594374,5571.659410251335,272.0,11:51:00
11:52:00,4189,0.08453848443442398,0.039803876705999434,0.20565546360757428,6006.814317224785,275.0,11:52:00
11:53:00,4206,0.08131195134500305,0.04025085662496106,0.1896670917748414,6386.622794846383,274.0,11:53:00
11:54:00,4191,0.08096032058704679,0.03868314392825162,0.18514273474546836,6687.57825736184,270.0,11:54:00
11:55:00,4172,0.08271793840269219,0.03970582232630293,0.1983646193534644,5636.453285111513,271.0,11:55:00
11:56:00,4172,0.07939909780562478,0.04007800667563838,0.16984856188511072,6206.099293642785,268.0,11:56:00
11:57:00,4193,0.08587995099433236,0.04493381997316525,0.19141220978625748,7196.292081177875,274.5,11:57:00
11:58:00,4187,0.08039436027311837,0.039304001699148376,0.16572871931826616,5317.186046511628,268.0,11:58:00
11:59:00,4173,0.08396220361132636,0.04373096321700795,0.17564208449809549,8195.9098989899,278.5,11:59:00
12:00:00,4148,0.08828945445910277,0.04028412974848708,0.24483880019706541,6482.555802668823,265.0,12:00:00
12:01:00,4087,0.08510101555010982,0.042454802599338405,0.17465571158630483,6949.515294600698,299.0,12:01:00
12:02:00,4048,0.09023640347495901,0.043360338282119035,0.26371807891948107,6605.820988942208,310.0,12:02:00
12:03:00,4026,0.08398875881611942,0.04098088254689944,0.20249141919549243,6792.414427449359,289.5,12:03:00
12:04:00,4019,0.08280269468841782,0.04235321165308764,0.19766845465127347,5715.493016468627,266.0,12:04:00
12:05:00,4009,0.09087680393883003,0.03919886468030377,0.5631272891582588,7147.4497299543,244.0,12:05:00
12:06:00,4059,0.08226110110599276,0.03976569733152328,0.19411099662394307,6799.970906068163,242.0,12:06:00
12:07:00,4004,0.08556559687135078,0.04050346979610779,0.22664133336450845,6284.492901038356,254.0,12:07:00
12:08:00,3949,0.08040483728313207,0.036167193561673895,0.2325344245340669,5916.850631286112,253.0,12:08:00
12:09:00,3954,0.08202222192232493,0.03850368768953239,0.21483527511844186,6062.498302207131,229.0,12:09:00
12:10:00,3960,0.08021726906663983,0.038162307567337524,0.17251003962113706,6010.372769753611,265.5,12:10:00
12:11:00,3826,0.07917514759668248,0.039759772812347355,0.18731689672701196,5179.640738299275,252.0,12:11:00
12:12:00,3804,0.08292725430934539,0.04050506033690528,0.2019141061843656,6605.091887239079,267.0,12:12:00
12:13:00,3827,0.08225036252028183,0.037791357720074685,0.1914210115450577,7439.673875054609,254.0,12:13:00
12:14:00,3791,0.08255201702701635,0.03783006873509217,0.2238461848603763,5786.9086139046785,241.0,12:14:00
12:15:00,3807,0.07871697660055113,0.03604539482953929,0.1902261005110501,5359.300242664902,262.0,12:15:00
12:16:00,3744,0.08070679589145373,0.03912615092563962,0.20355638385540265,6613.952402234637,250.0,12:16:00
12:17:00,3736,0.07986841189418199,0.03728850170180523,0.1949392674353848,6451.586322120739,252.0,12:17:00
12:18:00,3759,0.0757049975705173,0.03800836183960471,0.1750547487221394,4993.8572374227715,226.0,12:18:00
12:19:00,3811,0.08505506542750661,0.039049629493254495,0.3129631930329478,4519.536779324056,250.0,12:19:00
12:20:00,3838,0.08019500073732899,0.04037776301891126,0.18590510555280138,6293.125788900979,227.0,12:20:00
12:21:00,3771,0.07929893908864613,0.038682755355188225,0.17246690715551827,6435.414093959732,238.5,12:21:00
12:22:00,3731,0.08266505812538667,0.03750463371637959,0.20589452795380903,4952.7878043332585,244.0,12:22:00
12:23:00,3733,0.08692201190339242,0.036727573225599115,0.28708465933343,4548.92498325519,239.0,12:23:00
12:24:00,3785,0.07754584480106219,0.037607521504300856,0.1838272733724091,4466.218129686811,236.0,12:24:00
12:25:00,3773,0.08535400484225815,0.039218079810049024,0.24770123567911373,6665.535355788535,241.0,12:25:00
12:26:00,3759,0.08033792578691205,0.03667426411151103,0.2037979505140859,4942.238666666667,240.0,12:26:00
12:27:00,3763,0.08067568500760784,0.03923107100823853,0.21354768618556816,4747.424916573971,239.0,12:27:00
12:28:00,3804,0.07872244942541629,0.03530418821970595,0.2511952029921948,5730.52202789462,219.0,12:28:00
12:29:00,3843,0.07661313006722242,0.03755727346664821,0.16255243857654078,7028.653038674033,250.0,12:29:00
12:30:00,3861,0.08165236470980661,0.0395789461987816,0.19527110330805406,5523.299239956569,231.0,12:30:00
12:31:00,3775,0.08091174444682082,0.0407673404072924,0.16896966061391364,6968.491267861193,258.0,12:31:00
12:32:00,3672,0.07824269824945189,0.0403664126079059,0.16134403568421765,5611.401397340545,260.0,12:32:00
12:33:00,3781,0.08751757280514805,0.047276854344005366,0.22093257525786983,6468.777801817395,296.5,12:33:00
12:34:00,3841,0.07842410074431426,0.03832240644440191,0.1661084540470423,4659.9724709042075,238.0,12:34:00
12:35:00,3720,0.08081056672344421,0.04018954757457177,0.17535721042105054,6585.042413245634,253.0,12:35:00
12:36:00,3704,0.07591006942844669,0.03587145962956316,0.1654886559814549,5431.814477577965,225.0,12:36:00
12:37:00,3688,0.0740081315662724,0.03711652475914742,0.1555518182896252,5057.669699727025,240.5,12:37:00
12:38:00,3728,0.0831098033094022,0.038556559152817256,0.21605393981616292,4853.66971658112,262.0,12:38:00
12:39:00,3762,0.0795071467554287,0.03761850157206566,0.18892318476522085,5669.222471406145,241.0,12:39:00
12:40:00,3725,0.08566217474350638,0.03545116859385663,0.5467060045130523,5620.509421112372,234.0,12:40:00
12:41:00,3687,0.07960517771871803,0.03977724741447892,0.1857474858233421,5368.866411353909,263.0,12:41:00
12:42:00,3687,0.08122461663484389,0.03767264954144581,0.17588847254435824,5521.79717088752,238.0,12:42:00
12:43:00,3656,0.0766376363814443,0.036850924805510825,0.1745492576848735,6357.936544167998,261.0,12:43:00
12:44:00,3671,0.07205759959715123,0.03635124972240832,0.15026882720650706,6054.304030972444,248.0,12:44:00
12:45:00,3698,0.08249621945895343,0.038593365455500836,0.18497963219813215,6793.802842318972,251.0,12:45:00
12:46:00,3705,0.07864797565996326,0.0384172109104879,0.18572899268426968,6541.72465411658,245.0,12:46:00
12:47:00,3714,0.07373929230659032,0.03884023201770373,0.14502338846427965,6511.349411231884,257.5,12:47:00
12:48:00,3705,0.07595326367425778,0.036336125460203074,0.191321431846889,5729.031009506564,221.5,12:48:00
12:49:00,3702,0.07498177226994102,0.03557561749457963,0.17861106793126005,4468.150663008688,249.0,12:49:00
12:50:00,3740,0.0750720293923568,0.036748403682208455,0.17086709676901923,6561.802247191011,233.0,12:50:00
12:51:00,3696,0.07731597700646928,0.03481382709274039,0.21306891750790566,5074.0096131837945,219.0,12:51:00
12:52:00,3645,0.0791761751418034,0.036649053051992675,0.20025627206120988,5190.232702952029,262.0,12:52:00
12:53:00,3605,0.07931198383054165,0.03757362021486759,0.206335932259726,6132.825242718447,259.5,12:53:00
12:54:00,3626,0.0776855724817861,0.034817278479704505,0.2126730878861042,5200.473105973907,260.0,12:54:00
12:55:00,3690,0.07440072874617469,0.036512279740561426,0.14877080337523785,9458.95652173913,249.0,12:55:00
12:56:00,3683,0.07735968281468929,0.03744144561227275,0.19882678130666143,7648.106071019473,262.0,12:56:00
12:57:00,3696,0.07802030278929206,0.03706721308677717,0.20179628681888248,6642.471757794849,258.5,12:57:00
12:58:00,3734,0.07904925744803509,0.03585551599945017,0.21053122510155958,5996.9642048029,256.0,12:58:00
12:59:00,3643,0.07900937607340908,0.03733781483778868,0.19759670689668657,5647.128847037207,239.5,12:59:00
13:00:00,3664,0.08109034133973864,0.03889704979800121,0.2595570612430151,6664.792666364871,267.0,13:00:00
13:01:00,3692,0.07821759862989816,0.03924959525255145,0.23005738340387863,6213.535983550377,269.0,13:01:00
13:02:00,3639,0.07656083333813878,0.039322032162622166,0.16822982589967103,6221.789282470481,253.5,13:02:00
13:03:00,3666,0.08111734664233185,0.03768168671666071,0.2020289299285107,5402.101074777041,245.0,13:03:00
13:04:00,3700,0.07703407367256561,0.039890964872824175,0.1560554182768145,5538.934316353887,259.0,13:04:00
13:05:00,3757,0.07849825273051532,0.03833767970553367,0.17064100420569744,6554.829796738888,241.0,13:05:00
13:06:00,3747,0.08084056451457537,0.036530417499935526,0.22574501883815568,6329.6747876620475,218.5,13:06:00
13:07:00,3754,0.07827957831763195,0.03701117992987785,0.19015994606722114,5586.397354014599,228.0,13:07:00
13:08:00,3665,0.08088382646384779,0.03735064951307364,0.2005238883390847,5053.315705855652,243.5,13:08:00
13:09:00,3714,0.07646068388653612,0.03698182113041095,0.18507883789241228,4478.252131000449,246.5,13:09:00
13:10:00,3720,0.08185430493172627,0.03708373622560216,0.23122282084723927,4770.203652968036,230.0,13:10:00
13:11:00,3687,0.0801972543577998,0.03626802067277178,0.21369817069030964,6218.097914777879,248.0,13:11:00
13:12:00,3729,0.07960808184285888,0.041038002630732186,0.1656598346794911,5687.848212277941,259.0,13:12:00
13:13:00,3691,0.07970566069980806,0.03634893946514921,0.2000823209841256,6246.9629292699565,258.0,13:13:00
13:14:00,3664,0.07641677527004967,0.03603144124567435,0.18689013426773704,5512.120820843901,250.0,13:14:00
13:15:00,3693,0.07883222925468131,0.0381615314582204,0.18038497222349978,5120.126693766938,250.0,13:15:00
13:16:00,3730,0.07877731395446883,0.03694017650464332,0.2080777033669785,7105.553891536192,254.0,13:16:00
13:17:00,3696,0.07592741079991897,0.037003570499512084,0.17398584212479873,5612.881425633996,249.0,13:17:00
13:18:00,3657,0.07220155281383613,0.03558936068171708,0.15630279345786705,6258.81803652968,226.5,13:18:00
13:19:00,3621,0.07239934756220688,0.03445561184824388,0.16310721804057754,5846.788295640009,220.0,13:19:00
13:20:00,3618,0.07373625334963399,0.03474670953196239,0.17988285276647933,5222.683044982699,228.0,13:20:00
13:21:00,3543,0.07388144757748392,0.0347208093713831,0.1622752630275095,5265.94369529217,228.0,13:21:00
13:22:00,3527,0.07922112986377616,0.036201304440045254,0.21434613676193984,5028.452525724977,224.5,13:22:00
13:23:00,3526,0.07531713322722582,0.03525019873625135,0.20482477833204135,4917.544128198995,238.0,13:23:00
13:24:00,3497,0.07279532302320607,0.03368343064045081,0.19354278050267185,5384.229684512428,250.0,13:24:00
13:25:00,3510,0.07377098736448214,0.0351011224386701,0.20146707944217288,7983.518764845606,218.0,13:25:00
13:26:00,3492,0.07489703709872861,0.03370166553491023,0.22084730725713148,6069.758180943215,237.0,13:26:00
13:27:00,3511,0.07466911968973221,0.03213023455071222,0.2029994759889867,4792.418720379147,220.5,13:27:00
13:28:00,3512,0.07194438391862022,0.03371661766432779,0.16731159032158954,7032.115173237754,238.0,13:28:00
13:29:00,3516,0.07300773221756772,0.03454916008548069,0.17597515772550404,6247.091387559809,236.0,13:29:00
13:30:00,3496,0.07270199752624398,0.03466475363935893,0.16523855473914975,5903.537654909437,226.0,13:30:00
13:31:00,3443,0.0767069469029419,0.032501169823918444,0.19710754932473887,5616.022162688748,217.0,13:31:00
13:32:00,3360,0.07114758278436228,0.03135556129074385,0.17574408059559873,5298.278867643407,232.0,13:32:00
